Artikelnummer;Name;Einheit;Preis
2259;Sway 100% * Electric Blue;6;16
2260;Bauhaus Quadrat 2;6;2,25
2261;Tanne pink;6;2,25
2262;Sway 100% * Silk blue;6;16
2263;Sway 150% * White;6;
2264;Sway 150% * Mocca;6;26
2265;Sway 150% * Chocolate;6;26
2266;Sway 150% * Black;6;26
2267;Sway 150% * Vanilla;6;26
2268;Sway 150% * Neon Yellow;6;26
2269;Sway 150% * Neon Orange;6;26
2270;Sway 150% * Neon Orange translucent;6;26
2271;Sway 150% * Baby Pink;6;26
2272;Sway 150% * Silk rose;6;26
2273;Sway 150% * Flamingo;6;26
2274;Sway 150% * Neon Pink;6;26
2275;Sway 150% * Neon Pink translucent;6;26
2276;Sway 150% * Magenta;6;26
2277;Sway 150% * Lilac;6;26
2278;Sway 150% * Purple;6;26
2279;Sway 150% * Violet Silk;6;26
2280;Sway 150% * Light Green;6;26
2281;Sway 150% * Matcha;6;26
2282;Sway 150% * Electric Green;6;26
2283;Sway 150% * Mint;6;26
2284;Sway 150% * Jeans Blue;6;26
2285;Sway 150% * Electric Blue;6;26
2286;Sway 150% * Silk blue;6;26
2287;Sway Scented * White;6;30
2288;Sway Scented * Mocca;6;30
2289;Sway Scented * Chocolate;6;30
2290;Sway Scented * Black;6;30
2291;Sway Scented * Vanilla;6;30
2292;Sway Scented * Neon Yellow;6;30
2293;Sway Scented * Neon Orange;6;30
2294;Sway Scented * Neon Orange translucent;6;30
2295;Sway Scented * Baby Pink;6;30
2296;Sway Scented * Silk rose;6;30
2297;Sway Scented * Flamingo;6;30
2298;Sway Scented * Neon Pink;6;30
2299;Sway Scented * Neon Pink translucent;6;30
2300;Sway Scented * Magenta;6;30
2301;Sway Scented * Lilac;6;30
2302;Sway Scented * Purple;6;30
2303;Sway Scented * Violet Silk;6;30
2304;Sway Scented * Light Green;6;30
2305;Sway Scented * Matcha;6;30
2306;Sway Scented * Electric Green;6;30
2307;Sway Scented * Mint;6;30
2308;Sway Scented * Jeans Blue;6;30
2309;Sway Scented * Electric Blue;6;30
2310;Sway Scented * Silk blue;6;30
2311;Whimsy 100% * White;6;20
2312;Whimsy 100% * Mocca;6;20
2313;Whimsy 100% * Chocolate;6;20
2314;Whimsy 100% * Black;6;20
2315;Whimsy 100% * Vanilla;6;20
2316;Whimsy 100% * Neon Yellow;6;20
2317;Whimsy 100% * Neon Orange;6;20
2318;Whimsy 100% * Neon Orange translucent;6;20
2319;Whimsy 100% * Baby Pink;6;20
2320;Whimsy 100% * Silk rose;6;20
2321;Whimsy 100% * Flamingo;6;20
2322;Whimsy 100% * Neon Pink;6;20
2323;Whimsy 100% * Neon Pink translucent;6;20
2324;Whimsy 100% * Magenta;6;20
2325;Whimsy 100% * Lilac;6;20
2326;Whimsy 100% * Purple;6;20
2327;Whimsy 100% * Violet Silk;6;20
2328;Whimsy 100% * Light Green;6;20
2329;Whimsy 100% * Matcha;6;20
2330;Whimsy 100% * Electric Green;6;20
2331;Whimsy 100% * Mint;6;20
2332;Whimsy 100% * Jeans Blue;6;20
2333;Whimsy 100% * Electric Blue;6;20
2334;Whimsy 100% * Silk blue;6;20
2335;Whimsy 150% * White;6;30
2336;Whimsy 150% * Mocca;6;30
2337;Whimsy 150% * Chocolate;6;30
2338;Whimsy 150% * Black;6;30
2339;Whimsy 150% * Vanilla;6;30
2340;Whimsy 150% * Neon Yellow;6;30
2341;Whimsy 150% * Neon Orange;6;30
2342;Whimsy 150% * Neon Orange translucent;6;30
2343;Whimsy 150% * Baby Pink;6;30
2344;Whimsy 150% * Silk rose;6;30
2345;Whimsy 150% * Flamingo;6;30
2346;Whimsy 150% * Neon Pink;6;30
2347;Whimsy 150% * Neon Pink translucent;6;30
2348;Whimsy 150% * Magenta;6;30
2349;Whimsy 150% * Lilac;6;30
2350;Whimsy 150% * Purple;6;30
2351;Whimsy 150% * Violet Silk;6;30
2352;Whimsy 150% * Light Green;6;30
2353;Whimsy 150% * Matcha;6;30
2354;Whimsy 150% * Electric Green;6;30
2355;Whimsy 150% * Mint;6;30
2356;Whimsy 150% * Jeans Blue;6;30
2357;Whimsy 150% * Electric Blue;6;30
2358;Whimsy 150% * Silk blue;6;30
2359;Whimsy Scented * White;6;30
2360;Whimsy Scented * Mocca;6;30
2361;Whimsy Scented * Chocolate;6;30
2362;Whimsy Scented * Black;6;30
2363;Whimsy Scented * Vanilla;6;30
2364;Whimsy Scented * Neon Yellow;6;30
2365;Whimsy Scented * Neon Orange;6;30
2366;Whimsy Scented * Neon Orange translucent;6;30
2367;Whimsy Scented * Baby Pink;6;30
2368;Whimsy Scented * Silk rose;6;30
2369;Whimsy Scented * Flamingo;6;30
2370;Whimsy Scented * Neon Pink;6;30
2371;Whimsy Scented * Neon Pink translucent;6;30
2372;Whimsy Scented * Magenta;6;30
2373;Whimsy Scented * Lilac;6;30
2374;Whimsy Scented * Purple;6;30
2375;Whimsy Scented * Violet Silk;6;30
2376;Whimsy Scented * Light Green;6;30
2377;Whimsy Scented * Matcha;6;30
2378;Whimsy Scented * Electric Green;6;30
2379;Whimsy Scented * Mint;6;30
2380;Whimsy Scented * Jeans Blue;6;30
2381;Whimsy Scented * Electric Blue;6;30
2382;Whimsy Scented * Silk blue;6;30
2383;Starterset FLASH! Earrings;6;360
2384;Starterset Whimsy 100% (24 colours and 6 shelfs);6;780
2385;Starterset Sway 100% (24 colours and 6 shelfs);6;684
2386;Starterset Sway 50% * 24 Colors;6;336
2387;Whimsy 50% * Mocca;6;18
2388;Whimsy 50% * Baby Pink;6;18
2389;Whimsy 50% * Lilac;6;18
2390;Whimsy 50% * Mint;6;18
2391;Whimsy 50% * Neon Pink;6;18
2392;Sway 50% * Neon Pink;6;15
2393;Sway 50% * Baby Pink;6;15
2394;Sway 50% * Neon Orange;6;15
2395;Sway 50% * Mint;6;15
2396;Sway 50% * Jeans Blue;6;15
2397;Sway 50% * Vanilla;6;15
2398;Sway 50% * Light Green;6;15
2399;Sway 50% * Electric Green;6;15
2400;Sway 50% * White;6;15
2401;Sway 50% * Mocca;6;15
2402;Sway 50% * Lilac;6;15
2403;Sway 50% * Purple;6;15
2404;Frohe Ostern Foto lilac;6;2,25
2405;Sway 50% * Electric Blue;6;15
2406;Starterset Bloom 100% (20 colours and 5 shelfs);6;650
2407;Tray Eggs (Farbe 06);6;
2408;Tray Eggs (Farbe 63);6;
2409;Tray Eggs (Farbe 17);6;
2410;Tray Eggs (Farbe 54);6;
2411;Tray Eggs (Farbe 01);6;
2412;Tray Eggs (Farbe 03);6;
2413;Tray Eggs (Farbe 47);6;
2414;Tray Eggs (Farbe 12);6;
2415;Tray Eggs (Farbe 77);6;
2416;Tray Eggs (Farbe 02);6;
2417;Tray Eggs (Farbe 22);6;
2418;Tray Eggs (Farbe 50);6;
2419;Tray Eggs (Ei Nr. 1);6;
2420;Tray Eggs (Ei Nr. 2);6;
2421;"Papier ""La vie recyclé"", amande 320 g/qm";6;
2422;Stab/La vie recyclee amande/320g/Luxor 355;6;
2423;Stab/Gmund 925 Golden Silver/310g/Luxor 220;6;
2424;Dip Dye Skinny * Blazing Flame;6;7
2425;Filament PETG Neon Pink Transparent 1,75mm;6;
2426;Filament PETG Neon Orange Transparent 1,75mm;6;
2427;Filament PETG Neon Yellow Transparent 1,75mm;6;
2428;Filament PETG Vanilla 1,75mm;6;
2429;Filament PLA Neon Orange 1,75 mm;6;
2430;Filament PLA Neon Yellow;6;
2431;Filament PLA Mint 1,75 mm;6;
2432;Filament PLA Navy Blue 1,75 mm;6;
2433;Filament PETG Lilac 1,75 mm;6;
2434;Filament PETG Mint 1,75 mm;6;
2435;Filament PLA Flamingo 1,75 mm;6;
2436;Filament PLA Baby Pink 1,75 mm;6;
2437;Filament PLA White 1,75 mm;6;
2438;"Papier ""La vie recyclé"", amande 420 g/qm";6;
2439;Regal Lochblech 1,5 mm neu (ohne Loch);6;
2440;3-D Druck Fuß L;6;5,9
2441;3-D Druck Fuß M;6;4,9
2442;3-D Druck Fuß S;6;3,9
2443;Stab/La vie recyclee amande/320g/Offset CMYK 31 72 44 40;6;
2444;Hole Tray A4 White;6;25
2445;Hole Tray A4 Lilac;6;18
2446;FLASH! electric green;6;20
2447;FLASH! babypink;6;20
2448;FLASH! white;6;20
2449;FLASH! flamingo;6;20
2450;FLASH! jeans blue;6;20
2451;FLASH! matcha;6;20
2452;Lamaherde klein * lila (inkl. 60 Lama medium);6;180
2453;Lamaherde klein * pink (inkl. 60 Lama medium);6;180
2454;Lamaherde klein * mint (inkl. 60 Lama medium);6;180
2455;Lamaherde klein * yellow (inkl. 60 Lama medium);6;180
2456;Lamaherde grande * lila (inkl. 60 Lama medium und 30 Lama mini);6;255
2457;Glow Bow Curly (inkl. 50 Double Curly);6;250
2458;Dip Dye Neon * Double Curly;6;5
2459;Waxmas Tree Curly (inkl. 50 Double Curly);6;250
3000;Petroltanne petrol;6;2,25
3001;W. Baum gold;6;2,25
3002;W. Baum mint;6;2,25
3003;W. Baum neonorange;6;2,25
3004;W. Stern gold;6;2,25
3005;W. Stern mint;6;2,25
3006;W. Stern neonpink-gold;6;2,25
3007;München Icon;6;2,25
3008;Lettertanne neonpink;6;2,25
3009;"Riesenrad ""Ois Guade";6;2,25
3010;W. Stern violett;6;2,25
3011;Brooklyn Bridge;6;2,25
3012;Eichhörnchen Bubble gold;6;2,25
3013;Squirrel Bubble gold;6;2,25
3014;Qualle;6;2,25
3015;Qualle Deep Sea;6;2,25
3016;Sardinen Moin Mint;6;2,25
3017;Bauhaus Quadrat 3;6;2,25
3018;Manhatten;6;2,25
3020;W. Stern mauve;6;2,25
3021;Karte;6;2,25
3022;Bauhaus Formen 1;6;2,25
3023;Sardinen;6;2,25
3024;Qualle Neonpink;6;2,25
3026;Leguan Pinky;6;2,25
3027;Bauhaus Formen 2;6;2,25
3028;Bauhaus Formen 3;6;2,25
3029;Bubble Birthday babyrosa-pink;6;2,25
3030;Bauhaus Birthday orange;6;2,25
3032;Birthday Splash Pink;6;3
3033;Wunschpunkte;6;2,25
3034;Bonne Année Mix;6;27
3035;Karte;6;2,25
3036;Bubble Birthday mint;6;2,25
3037;Holá;6;2,25
3038;Sardinen Glückwünsche;6;2,25
3039;Birthday Splash Jade;6;3
3041;Supernova French neongrün;6;2,25
3042;Supernova neongrün;6;2,25
3043;Supernova neonorange;6;2,25
3044;Popsicle;6;2,25
3045;Eis am Stiel;6;2,25
3046;Eiffelturm;6;2,25
3047;Notre Dame;6;2,25
3048;Moulin Rouge;6;2,25
3049;Arc de Triomphe;6;2,25
3050;Echse neongrün;6;2,25
3051;Echse coralle;6;2,25
3052;Echse neonrot;6;2,25
3053;Hummer coralle;6;2,25
3054;Hummer neonrot;6;2,25
3055;Hummer neonpink;6;2,25
3056;Jaguar gold;6;2,25
3057;Jaguar senf-black;6;2,25
3058;Jaguar neonorange;6;2,25
3059;Birthday Splash Violett;6;3
3061;Lama Kisses black;6;2,25
3062;The Funk violett;6;2,25
3063;The Funk coralle;6;2,25
3064;Karte;6;2,25
3065;Birthday Splash Flieder;6;3
3066;Good Luck* Lucky Cat;6;3
3067;Happy Birthday * Shark;6;3
3068;Bauhaus Formen 9;6;2,25
3069;Cheers* Martini;6;3
3071;Smile* Smiley;6;3
3075;You are magic* Kitty;6;3
3076;XOXO* Herz;6;3
3080;München Mix (12 Karten);6;31,5
3083;Bussi Bussi* Emoji;6;3
3084;Karte;6;2,25
3085;Happy Birthday* Cupcake;6;3
3086;Happy Birthday* Cake;6;3
3087;Kiss Kiss* Kiss;6;3
3088;Bauhaus Formen 7;6;2,25
3089;Viel Glück* Winkekatze;6;3
3090;Jungle * Cocktail;6;3
3091;Gute Reise * Sunglasses;6;3
3092;Gute Reise * Lounger;6;3
3093;OH;6;2,25
3094;Bauhaus Formen 8;6;2,25
3097;Tulpenallee Alles Liebe coralle;6;2,25
3099;Hummer petrol;6;2,25
3100;Hip Hooray pink;6;2,25
3101;* Peace;6;3
3102;Karte;6;2,25
3104;Karte;6;2,25
3106;Eichhörnchen Sterne FW pink;6;2,25
3108;Tukan;6;2,25
3109;Karte;6;2,25
3115;W. Stern neonpink;6;2,25
3120;Happy Palme mint;6;2,25
3121;Happy Palme petrol;6;2,25
3122;Karte;6;2,25
3123;Karte;6;2,25
3124;Karte;6;2,25
3125;Karte;6;2,25
3126;Karte;6;2,25
3127;Orange Jungle Happy;6;2,25
3128;Jungle Orange Danke;6;2,25
3129;Karte;6;2,25
3130;Karte;6;2,25
3131;Karte;6;2,25
3134;Jungle Danke blau;6;2,25
3135;Hello Sunshine;6;2,25
3136;Jungle Danke mint;6;2,25
3137;Karte;6;2,25
3138;Karte;6;2,25
3139;Hummer neongrün;6;2,25
3140;Frohe Ostern;6;2,25
3141;Frohe Ostern Foto pink;6;2,25
3143;W. Baum neongrün;6;2,25
3152;Happy Easter Foto pink;6;2,25
3153;Happy Easter;6;2,25
3154;Frohe Ostern Foto yellow;6;2,25
3155;Frohe Ostern Foto;6;2,25
3156;Happy Easter pink;6;2,25
3157;Happy Easter Foto;6;2,25
3158;Frohe Ostern orange;6;2,25
3159;Supernova French neonorange;6;2,25
3160;Supernova neonpink;6;2,25
3161;Supernova French neonpink;6;2,25
3162;Supernova neongelb;6;2,25
3164;Supernova gold;6;2,25
3166;Echse neonpink;6;2,25
3167;Karte;6;2,25
3168;Karte;6;2,25
3169;Bauhaus Quadrat 5;6;2,25
3170;Tinted Alles Liebe Violett;6;3
3171;Bauhaus Formen 6;6;2,25
3172;Hamburg Elphi;6;2,25
3173;Sardinen Violett;6;2,25
3174;Lettertanne gold;6;2,25
3175;Lettertanne neongrün;6;2,25
3176;Ananas Gelb - Rock it;6;2,25
3177;Ananas Blau - Thank you;6;2,25
3178;Ananas Flieder - Sorry;6;2,25
3179;Ananas Violett - To:;6;2,25
3180;Ananas Pink - Happy Birthday;6;2,25
3181;Ananas Mint - Don´t be mad;6;2,25
3182;Petroltanne neonpink;6;2,25
3183;Petroltanne gold;6;2,25
3184;W. Stern neongrün;6;2,25
3185;Bubble Birthday lila;6;2,25
3186;W. Baum mauve;6;2,25
3199;Lettertanne neongelb;6;2,25
3209;Squirrel Bubble mint;6;2,25
3210;Squirrel Stars pink;6;2,25
3211;Squirrel Bubble neonpink;6;2,25
3212;W. Baum neonpink;6;2,25
3213;W. Baum midnight blue;6;2,25
3214;Sending Love;6;2,25
3215;FROHE OSTERN MIX (12 Karten);6;27
3218;SUPERNOVA FRENCH MIX;6;27
3221;Tinted Herzliche Glückwünsche Flieder;6;3
3224;Happy Birthday * Seepferdchen;6;3
3226;Black * Squirrel;6;3
3229;W. BAUM MIX;6;27
3230;W. STERN MIX;6;27
3236;W. Baum petrol;6;2,25
3237;Tinted Weihnachtskugeln;6;3
3238;Cosmic Birthday * Planet;6;3
3239;Bauhaus Quadrat 4;6;2,25
3240;Merry Christmas * Eichhörnchen;6;3
3244;Make a Wish * Ballon;6;3
3245;Zur Taufe * Babywal;6;3
3247;Hello Baby * Babywal;6;3
3252;Zur Hochzeit * Bussi Elefanten;6;3
3254;Gutschein * Geschenk;6;3
3257;Happy Birthday * Palme;6;3
3262;* Heißluftballon;6;3
3263;Herzliche Glückwünsche * Ballon;6;3
3266;Alles Liebe * Herz;6;3
3267;Alles Liebe * Bussi Elefanten;6;3
3270;* Ananas;6;3
3271;* Hummer;6;3
3273;Zur Taufe * Fischschwarm;6;3
3274;Be my Valentine * Herz;6;3
3275;Be my Valentine * Bussielefanten;6;3
3276;Für Mama * MamaBabyElefant;6;3
3277;* Mama;6;3
3278;* Papa;6;3
3280;Hello Baby * Elefant;6;3
3281;Für Mama * Herz;6;3
3282;Gutschein * Dollar;6;3
3283;Hello Baby * MamaBabyElefant;6;3
3284;Hello Baby * Schnuller;6;3
3286;Zur Hochzeit * Zwei Herzen;6;3
3287;Frohe Ostern * Hasenpaar;6;3
3288;Frohe Ostern * Hase;6;3
3289;Happy New Year * Schwein;6;3
3290;Für Papa * Bulli;6;3
3292;Für Mama * Blumenstrauß;6;3
3297;Alles Liebe * Eis;6;3
3299;Herzliche Glückwünsche * Palme;6;3
3300;* Herz;6;3
3305;* Eis;6;3
3306;* Qualle;6;3
3307;* Wal;6;3
3309;* Monstera;6;3
3310;* Hase;6;3
3313;* Zwei Hasen;6;3
3314;* Hasenpaar;6;3
3319;Alles Liebe * Dackel;6;3
3321;Alles Liebe * Monstera;6;3
3322;Herzliche Glückwünsche * Eis;6;3
3323;Herzliche Glückwünsche * Dackel;6;3
3331;Danke * Herz;6;3
3333;Love you * Herz;6;3
3337;Viele Grüße * Dackel;6;3
3338;Viele Grüße * Breze;6;3
3340;Danke * Eis;6;3
3342;Black Jungle * Palme;6;3
3343;Zum Abschied * Herz;6;3
3344;Jungle * Monstera;6;3
3345;Black Jungle * Monstera;6;3
3353;Waves * Anker;6;3
3356;Zur Firmung * Kreuz;6;3
3357;Zur Firmung * Fischschwarm;6;3
3359;Zur Kommunion * Fischschwarm;6;3
3360;Zur Konfirmation * Fischschwarm;6;3
3363;Be your own rainbow * Pompoms;6;3
3381;Grüße aus München * Lederhose Holz;6;3
3394;Petroltanne neongelb;6;2,25
3395;Petroltanne neongrün;6;2,25
3398;Jungle Happy blau;6;2,25
3399;Jungle Happy mint;6;2,25
3400;Cheers * Cocktail;6;3
3401;Hip Hooray gelb;6;2,25
3403;Supernova petrol;6;2,25
3405;Printemps 4er Set II;6;2,25
3406;Eichhörnchen Bubble bubblegum;6;2,25
3407;Eichhörnchen Sterne bubblegum;6;2,25
3408;Eichhörnchen Sterne purple;6;2,25
3409;Eichhörnchen Sterne mint;6;2,25
3413;Merry Christmas * Elch orange;6;3
3415;Bauhaus Formen 4;6;2,25
3416;Tinted Christmas Balls;6;3
3437;Bauhaus Formen 5;6;2,25
3453;Hipp Hipp Hurraaa * 3;6;3
3454;Hipp Hipp Hurraaa * 5;6;3
3456;Hipp Hipp Hurraaa * 4;6;3
3460;Hipp Hipp Hurraaa * 8;6;3
3465;Hipp Hipp Hurraaa * 25;6;3
3467;Hipp Hipp Hurraaa * Luftballon;6;3
3471;Hipp Hipp Hurraaa * Luftballons;6;3
3472;Tinted Merry Christmas Grün;6;3
3473;Alles wird gut * Pompom Regenbogen;6;3
3474;Hipp Hipp Hurraaa * Pompom Regenbogen;6;3
3476;Weihnachten * Mix;6;36
3479;Merry Christmas gold * Elch;6;3
3480;Merry Christmas gold * Schneekristall;6;3
3483;Frohe Weihnachten gold * Baum;6;3
3487;Frohe Weihnachten gold * Eichhörnchen;6;3
3493;Merry Christmas gold * Kugel;6;3
3494;Merry Christmas Blau * Kugel;6;3
3499;Merry Christmas Blau * Christbaum;6;3
3500;* Schneekristall pink;6;3
3501;* Geschenk;6;3
3502;* Schneeflocke;6;3
3503;* Kugel;6;3
3504;* Tanne;6;3
3505;* Elch neonpink;6;3
3507;* Eichhörnchen;6;3
3508;* Stern neonorange;6;3
3509;* Stern neonpink;6;3
3529;* Bussi;6;3
3530;Grüße aus München * Breze;6;3
3538;Hipp Hipp Hurraaa * Oma;6;3
3539;Hipp Hipp Hurraaa * Opa;6;3
3540;Relax * Yogi;6;3
3546;* Moin;6;3
3548;* Spazl;6;3
3564;Frohe Weihnachten Gold * Engel;6;3
3565;* Engel;6;3
3570;Frohe Ostern * Zwei Hasen;6;3
3600;Make a wish * Pompom Regenbogen;6;3
3601;Grüße aus München * Bier;6;3
3605;happy easter foto orange;6;2,25
3609;happy easter yellow;6;2,25
3610;happy easter orange blau;6;2,25
3620;Happy Easter * Hasenpaar;6;3
3623;Jungle Danke Kupfer;6;2,25
3630;Echse hellblau;6;2,25
3641;Echse petrol;6;2,25
3650;Hummer mint;6;2,25
3661;Happy Easter * Hase;6;3
3671;Happy Easter Mix (12 Karten);6;27
3900;Merry Christmas * Baum;6;3
3901;Tinted Alles Liebe Pink;6;3
3902;Einladung * Martini;6;3
3903;* Lucky Cat;6;3
3906;Eichhörnchen Mix;6;27
3907;Squirrel Mix;6;27
3911;Merry Christmas * Geschenk;6;3
3914;Tannenallee mint;6;24
3915;Merry Christmas * Stern;6;3
3916;Bauhaus Quadrat 6;6;2,25
3917;Merry Christmas * Schneekristall;6;3
3920;Grüße aus Hamburg * Mix (12 Karten);6;33
3927;Tinted Merry Christmas Violett;6;3
3934;Gute Besserung * Mix;6;36
4000;violett-Punkte-rainbow;6;
4001;flieder-Punkte-rainbow;6;
4002;mint-Punkte-rainbow;6;
4003;zitronengelb-Punkte-rainbow;6;
4004;babyrosa-Punkte-rainbow;6;
4005;flieder-Punkte-rainbow;6;
4007;blush-Punkte-rainbow;6;
4008;dirtypink-Punkte-rainbow;6;
4009;X-Punkte-coralle;6;
4010;X-Punkte-neonpink;6;
4011;X-Punkte-flieder;6;
4012;X-Punkte-coralle_mint_neongelb/neonpink;6;
4013;flieder-Punkte-neonpink;6;
4014;babyrosa-Punkte-coralle;6;
4015;coralle-Punkte-goldorange;6;
4016;X-sinus-senf;6;
4017;X-sinus-goldorange;6;
4018;X-sinus-flieder;6;
4019;dirtypink-sinus-flieder;6;
4020;dirtypink-sinus-coralle;6;
4021;dirtypink-sinus-flammrot;6;
4022;X-sinus-violett;6;
4023;X-sinus-coralle;6;
4024;X-sinus-neonpink;6;
4026;flieder-sinus-jade;6;
4027;flieder-sinus-coralle;6;
4028;blush-sinus-neonpink;6;
4029;neongelb-sinus-goldorange;6;
4030;mint-sinus-coralle;6;
4031;X-curves-neonpink;6;
4032;X.curves-coralle;6;
4033;X-curves-flieder;6;
4034;Dirtypink-curves-goldorange;6;
4035;Coralle-curves-flieder;6;
4036;Violett-curves-coralle;6;
4037;X-curves-neonpink/flammrot;6;
4038;X.curves-goldorange/neongelb;6;
4039;X-curves-mint/neonpink;6;
4040;Flieder-curves-flieder;6;
4041;Flieder-curves-mint;6;
4042;Flieder-curves-neongelb;6;
4043;X-linien-coralle;6;
4044;X-linien-flammrot;6;
4045;X-linien-neonpink;6;
4046;X-linien-türkis;6;
4047;X-linien-mint;6;
4048;X-linien-flammrot;6;
4049;Blau-dreiecke-mint;6;
4050;Mint-dreiecke-mint;6;
4051;X-dreiecke-flieder;6;
4052;X-dreiecke-neonpink;6;
4054;X-dreiecke-goldorange;6;
4055;X-curves-goldorange;6;
4057;X-ellipse-flammrot;6;
4060;X-ellipse-violett;6;
4061;Skinny-dots-goldorange;6;
4062;Skinny-dots-coralle;6;
4063;Skinny-dots-neonpink;6;
4064;Skinny-dots-rainbow;6;
4067;Skinny-curves-goldorange;6;
4068;Skinny-curves-neonpink;6;
4069;Skinny-curves-violett;6;
4070;Skinny-curves-grün;6;
4071;Skinny-curves-coralle;6;
4073;Skinny-curves-flieder;6;
4074;Skinny-curves-mint;6;
4076;Skinny-lines-coralle;6;
4077;Skinny-lines-flammrot;6;
4078;Skinny-lines-neonpink;6;
4079;Skinny-triangle-flieder;6;
4080;Skinny-triangle-goldorange;6;
4081;Skinny-triangle-neonpink;6;
4090;Grüße aus München * Dackel;6;3
5555;Dip Dye Marble * Cosmic Universe;6;8
6002;Dip Dye Neon * Coral Playa;6;7
6003;Dip Dye Neon * Papaya Sand;6;7
6005;Dip Dye Neon * Pink Infusion;6;7
6006;Dip Dye Neon * Summer Breeze;6;7
6007;Dip Dye Neon * Green Splash;6;7
6008;Dip Dye Neon * Honey Glaze;6;8
6009;Dip Dye Neon * Fairy Tale;6;7
6010;Dip Dye Neon * Rainbow Kisses;6;7
6012;Dip Dye Neon * Lollipop Trees;6;7
6013;Dip Dye Neon * Grape Bliss;6;8
6014;Dip Dye Neon * Rainbow Drops;6;7
6015;Dip Dye Neon * Pink Unicorn;6;7
6016;Dip Dye Neon * Berry Burst;6;8
6017;Dip Dye Neon * Peppermint Cherries;6;7
6018;Dip Dye Neon * Peppermint Tower;6;7
6021;Dip Dye Neon * Vanilla Sky;6;7
6022;Dip Dye Neon * Flamingo Cake;6;7
6023;Dip Dye Neon * Flamingo Feathers;6;7
6024;Dip Dye Neon * Flamingo Cookies;6;7
6025;Dip Dye Neon * Flamingo Dreams;6;7
6026;Dip Dye Eggs * Foursome;6;8
6027;Dip Dye Neon * Spring Sorbet;6;7
6028;Dip Dye Neon * Papaya Rock;6;7
6031;Dip Dye Neon * Plum Mousse;6;7
6033;Dip Dye Neon * Racing Husky;6;7
6035;Dip Dye Neon * Papaya Pebbles;6;7
6037;Dip Dye Neon * Sorbet Flavour;6;7
6038;Dip Dye Neon * Pineapple Blue;6;8
6040;Dip Dye Twisted * Shades of Pomegranate;6;8
6042;Dip Dye Twisted * Shades of Peach;6;8
6043;Dip Dye Twisted * Shades of Banana;6;8
6044;Dip Dye Twisted * Shades of Blueberry;6;8
6045;Dip Dye Twisted * Shades of Fruit Salad;6;8
6046;Dip Dye Twisted * Ice Cream Pink;6;8
6048;Dip Dye Twisted * Ice Cream Yellow;6;8
6049;Dip Dye Marble * Juicy Hurricane;6;4
6050;Dip Dye Marble * Jupiter;6;8
6051;Dip Dye Marble * Neptune;6;8
6052;Dip Dye Marble * Venus;6;8
6053;Dip Dye Marble * Mercury;6;
6054;Dip Dye Curly * Miami Edition Mix;6;36
6055;Dip Dye X-Mas * Shine like a star;6;9
6056;Dip Dye Twinkle * Luxe Lychee;6;10
6058;Dip Dye Bubble * Bubble on the Beach;6;8
6059;Dip Dye Bubble * Sundowner;6;8
6061;Dip Dye Konfetti * Rainbow;6;6
6062;Dip Dye Konfetti * Girls;6;6
6063;Dip Dye Konfetti * Boys;6;6
6064;Dip Dye Konfetti * Sorbet Babies;6;6
6065;Dip Dye Konfetti * Baby Blues;6;6
6068;Dip Dye X-Mas * Frosty Blue;6;9
6069;Dip Dye X-Mas * Cosy Blush;6;9
6071;Dip Dye X-Mas * X-Mas Fireworks;6;9
6072;Dip Dye Twinkle * Cold Diamonds;6;10
6073;Dip Dye Twinkle * Warm Diamonds;6;10
6074;Dip Dye Sparkle * Cold Ice;6;15
6075;Dip Dye Sparkle * Warm Ice;6;15
6076;Dip Dye Glow * Cold Star;6;20
6077;Dip Dye Glow * Warm Star;6;20
6078;Dip Dye Little Star * Lipstick Stars;6;9
6079;Dip Dye Glow * Golden Star;6;20
6080;Dip Dye Sparkle * Golden Ice;6;15
6081;Dip Dye Neon * Lime Twist;6;8
6082;Dip Dye Neon * Welcome Paradise;6;7
6085;Dip Dye Konfetti * Natural Bronze;6;6
6086;Dip Dye Konfetti * Pineapple House;6;6
6087;Dip Dye Twinkle * Golden Diamonds;6;10
6088;Dip Dye Neon * Gooseberry Lookalike;6;8
6090;Dip Dye Little Star * Aqua Stars;6;9
6092;Dip Dye Neon * Valentine Kitty;6;7
6093;Dip Dye Neon * Mango Melody;6;8
6095;Dip Dye Neon * Seashell Memories;6;8
6096;Dip Dye Neon * Dirty Cabo;6;7
6097;Dip Dye Neon * Lemon Zest;6;8
6099;Dip Dye Neon * Electric Love;6;8
6101;Dip Dye Neon * Tropical Tango;6;8
6103;Dip Dye Neon * Lovin´ South Beach;6;7
6104;Dip Dye Neon * Forever Tulum;6;7
6105;Dip Dye Neon * Watermelon Coast;6;7
6106;Dip Dye Neon * Valentine Bunny;6;7
6107;Dip Dye Neon * Dirty Rio;6;7
6114;Dip Dye Swirl - Passion Island;6;12
6115;Dip Dye Eggs * Sixpack blue;6;10
6116;Dip Dye Eggs * Sixpack green;6;10
6117;Dip Dye Eggs - Sixpack yellow;6;10
6118;Dip Dye Eggs * Pack of ten;6;16
6119;Dip Dye Glitter * Girls Night;6;9
6120;Dip Dye Glitter * Special Anniversary;6;9
6121;Dip Dye Glitter * Mermaids Magic;6;9
6122;Dip Dye Glitter * Sparkling Party;6;9
6124;Dip Dye Glitter * Yellow;6;9
6125;Dip Dye Glitter * Orange;6;9
